Repository,Repository_owner,Repository_fullname,Is_fork,Parent,Stars,Watchers,Forks,Description,Language,Languages,Topic,Contributors,Open_issues,Open_pull_requests,License,Created,Last_update
edex-ui,GitSquared,GitSquared/edex-ui,False,,36855,1464,2194,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",JavaScript,"['JavaScript', 'CSS', 'HTML']","['desktop', 'edex-ui', 'electron', 'linux', 'macos', 'nodejs', 'science-fiction', 'shell', 'terminal', 'touchscreen', 'tron', 'unixporn', 'windows']",58,6,0,LICENSE,2017-01-28 09:35:02,2023-04-13 12:02:38
fastlane,fastlane,fastlane/fastlane,False,,36847,756,5500,🚀 The easiest way to automate building and releasing your iOS and Android apps,Ruby,"['Ruby', 'Swift', 'HTML', 'Objective-C', 'Java', 'Shell', 'Lua', 'JavaScript']","['android', 'apps', 'automation', 'deployment', 'fastlane', 'hacktoberfest', 'hacktoberfest2021', 'ios', 'mobile', 'ruby', 'screenshots']",382,399,140,LICENSE,2014-12-02 17:00:38,2023-04-13 07:14:10
core,vuejs,vuejs/core,False,,36803,758,6724,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Vue', 'CSS']",[],374,934,351,LICENSE,2018-06-12 13:49:36,2023-04-13 11:15:39
Motrix,agalwood,agalwood/Motrix,False,,36659,471,4115,A full-featured download manager.,JavaScript,"['JavaScript', 'Vue', 'SCSS', 'EJS', 'HTML']","['aria2', 'bittorrent', 'bt', 'download', 'download-manager', 'electron', 'linux', 'mac', 'macos', 'magnet', 'motrix', 'windows']",63,601,2,LICENSE,2018-12-18 11:45:05,2023-04-13 11:34:37
hexo,hexojs,hexojs/hexo,False,,36564,824,4454,"A fast, simple & powerful blog framework, powered by Node.js.",JavaScript,"['JavaScript', 'Shell']","['hexo', 'javascript', 'nodejs', 'static-site-generator']",165,82,10,LICENSE,2012-09-23 15:17:08,2023-04-13 07:16:23
freecodecamp.cn,FreeCodeCampChina,FreeCodeCampChina/freecodecamp.cn,False,,36473,788,1370,FCC China open source codebase and curriculum. Learn to code and help nonprofits.,CSS,"['CSS', 'JavaScript', 'HTML']","['career', 'certification', 'cn-freecodecamp', 'community', 'curriculum', 'd3', 'education', 'freecodecamp', 'javascript', 'learn-to-code', 'math', 'nodejs', 'nonprofits', 'react']",287,152,12,LICENSE,2016-09-30 03:13:43,2023-04-13 09:38:56
dive,wagoodman,wagoodman/dive,False,,36417,345,1470,A tool for exploring each layer in a docker image,Go,"['Go', 'Makefile', 'Shell', 'Dockerfile']","['cli', 'docker', 'docker-image', 'explorer', 'inspector', 'tui']",33,154,27,LICENSE,2018-05-13 15:44:01,2023-04-13 11:35:20
react-use,streamich,streamich/react-use,False,,36372,258,2889,React Hooks — 👍,TypeScript,"['TypeScript', 'JavaScript']",[],162,559,246,LICENSE,2018-10-27 10:16:05,2023-04-13 10:21:39
MPAndroidChart,PhilJay,PhilJay/MPAndroidChart,False,,36340,1123,8918,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",Java,['Java'],"['android', 'chart', 'graph', 'java', 'mpandroidchart']",64,2118,124,LICENSE,2014-04-25 14:29:47,2023-04-13 10:38:43
hiring-without-whiteboards,poteto,poteto/hiring-without-whiteboards,False,,36098,678,3068,⭐️  Companies that don't have a broken hiring process,JavaScript,['JavaScript'],"['airtable', 'hiring', 'hiring-without-whiteboards', 'interview', 'jobs', 'tech', 'whiteboard']",431,22,13,LICENSE.md,2017-03-15 05:09:01,2023-04-13 06:06:08
awesome-java,akullpp,akullpp/awesome-java,False,,36096,2238,7083,"A curated list of awesome frameworks, libraries and software for the Java programming language.",,[],"['awesome', 'awesome-list']",318,5,4,LICENSE.md,2014-07-09 10:12:43,2023-04-13 11:26:36
gitea,go-gitea,go-gitea/gitea,False,,35897,492,4550,"Git with a cup of tea! Painless self-hosted all-in-one software development service, includes Git hosting, code review, team collaboration, package registry and CI/CD",Go,"['Go', 'Handlebars', 'Roff', 'JavaScript', 'CSS', 'Vue', 'Makefile', 'Shell', 'Jsonnet', 'Dockerfile', 'Less']","['devops', 'git', 'gitea', 'github', 'gitlab', 'go', 'gogs', 'golang', 'hacktoberfest']",406,2286,239,LICENSE,2016-11-01 02:13:26,2023-04-13 11:49:25
meilisearch,meilisearch,meilisearch/meilisearch,False,,35686,260,1285,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",Rust,"['Rust', 'Shell', 'Dockerfile']","['api', 'app-search', 'customizable', 'database', 'easy-to-use', 'enterprise-search', 'faceting', 'full-text-search', 'geosearch', 'instantsearch', 'out-of-the-box', 'rest', 'rust', 'search', 'search-as-you-type', 'search-engine', 'site-search', 'synonyms', 'typo-tolerance']",142,143,23,LICENSE,2018-04-23 11:45:28,2023-04-13 11:34:34
brew,Homebrew,Homebrew/brew,False,,35642,695,8723,🍺 The missing package manager for macOS (or Linux),Ruby,"['Ruby', 'Shell', 'Roff', 'HTML', 'Dockerfile', 'Swift', 'PostScript']","['brew', 'homebrew', 'macos', 'package-manager', 'ruby']",380,41,12,LICENSE.txt,2016-03-06 05:08:38,2023-04-13 12:22:46
powerlevel10k,romkatv,romkatv/powerlevel10k,False,,35532,163,1883,A Zsh theme,Shell,"['Shell', 'C++', 'Makefile']",['zsh'],236,34,4,LICENSE,2019-02-24 19:09:45,2023-04-13 11:34:03
spark,apache,apache/spark,False,,35473,2047,26837,Apache Spark - A unified analytics engine for large-scale data processing,Scala,"['Scala', 'Python', 'Java', 'Jupyter Notebook', 'HiveQL', 'R', 'PLpgSQL', 'Shell', 'JavaScript', 'q', 'ANTLR', 'HTML', 'Roff', 'Batchfile', 'CSS', 'Dockerfile', 'PowerShell', 'Makefile', 'Thrift', 'C', 'ReScript']","['big-data', 'java', 'jdbc', 'python', 'r', 'scala', 'spark', 'sql']",330,246,246,LICENSE,2014-02-25 08:00:08,2023-04-13 12:23:06
FFmpeg,FFmpeg,FFmpeg/FFmpeg,False,,35461,1358,10779,Mirror of https://git.ffmpeg.org/ffmpeg.git,C,"['C', 'Assembly', 'Makefile', 'C++', 'Objective-C', 'Cuda', 'Shell', 'Python', 'Perl', 'Metal', 'Awk', 'HTML', 'Ruby', 'Verilog', 'Roff']","['audio', 'c', 'ffmpeg', 'fft', 'hevc', 'hls', 'matroska', 'mp4', 'mpeg', 'multimedia', 'rtmp', 'rtsp', 'streaming', 'video', 'webm']",305,3,1,LICENSE.md,2011-04-14 14:12:38,2023-04-13 11:47:48
nocodb,nocodb,nocodb/nocodb,False,,35386,332,2208,🔥 🔥 🔥 Open Source Airtable Alternative,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'PLpgSQL', 'CSS', 'TSQL', 'SCSS', 'Dockerfile', 'Shell', 'Smarty']","['admin-dashboard', 'admin-ui', 'airtable', 'airtable-alternative', 'automatic-api', 'hacktoberfest', 'low-code', 'mariadb', 'mysql', 'no-code', 'no-code-database', 'no-code-platform', 'postgresql', 'rest-api', 'restful-api', 'spreadsheet', 'sqlite', 'sqlserver', 'swagger']",135,442,39,LICENSE,2017-10-29 18:51:48,2023-04-13 10:47:48
awesome-react-components,brillout,brillout/awesome-react-components,False,,35371,736,3028,Curated List of React Components & Libraries.,,[],"['awesome', 'awesome-list', 'react', 'react-component', 'react-components']",230,2,2,license,2016-06-24 15:19:33,2023-04-13 10:18:33
joplin,laurent22,laurent22/joplin,False,,35356,452,3931,"Joplin - an open source note taking and to-do application with synchronisation capabilities for Windows, macOS, Linux, Android and iOS.",TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Java', 'CSS', 'Mustache', 'Objective-C', 'Handlebars', 'Shell', 'C++', 'Objective-C++', 'SCSS', 'Ruby', 'Starlark', 'C', 'Swift', 'CMake', 'Batchfile']","['android', 'dropbox', 'electron', 'enex-files', 'evernote', 'javascript', 'joplin', 'nextcloud', 'nodejs', 'note-taking', 'onedrive', 'react-native', 'synchronisation', 'web-clipper', 'webdav']",444,310,20,LICENSE,2017-01-16 21:49:41,2023-04-13 08:15:37
video.js,videojs,videojs/video.js,False,,35329,1285,7342,Video.js - open source HTML5 video player,JavaScript,"['JavaScript', 'SCSS', 'CSS', 'HTML']","['dash', 'hls', 'html', 'html5', 'html5-audio', 'html5-video', 'javascript', 'player', 'video', 'videojs']",378,422,21,LICENSE,2010-05-14 18:45:10,2023-04-13 11:50:02
php-src,php,php/php-src,False,,35291,1419,7519,The PHP Interpreter,C,"['C', 'PHP', 'M4', 'C++', 'Shell', 'Lua', 'Assembly', 'JavaScript', 'Lex', 'Yacc', 'Makefile', 'Roff', 'GAP', 'GDB', 'XSLT', 'DTrace', 'Awk', 'Batchfile', 'HTML']",[],232,647,320,LICENSE,2011-06-16 01:52:25,2023-04-13 08:03:27
uBlock,gorhill,gorhill/uBlock,False,,35265,861,2667,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,JavaScript,"['JavaScript', 'CSS', 'HTML', 'WebAssembly', 'Shell', 'Python', 'Makefile']","['blocker', 'browser-extension', 'chromium', 'firefox', 'javascript', 'ublock', 'ublock-origin']",99,14,1,LICENSE.txt,2015-04-01 17:51:11,2023-04-13 11:24:41
Rocket.Chat,RocketChat,RocketChat/Rocket.Chat,False,,35265,897,8457,The communications platform that puts data protection first.,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML', 'SCSS', 'Dockerfile', 'Shell', 'EJS', 'Smarty', 'Batchfile', 'Handlebars']","['chat', 'collaboration', 'foss', 'free', 'hacktoberfest', 'javascript', 'meteor', 'mit', 'real-time', 'slack', 'webrtc']",375,3043,564,LICENSE,2015-05-19 07:36:09,2023-04-13 10:16:25
ailearning,apachecn,apachecn/ailearning,False,,35124,1681,11076,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2,Python,"['Python', 'JavaScript', 'CSS', 'Jupyter Notebook', 'HTML', 'Shell', 'Dockerfile']","['adaboost', 'apriori', 'deeplearning', 'dnn', 'fp-growth', 'kmeans', 'logistic', 'lstm', 'mahchine-leaning', 'naivebayes', 'nlp', 'pca', 'python', 'recommendedsystem', 'regression', 'rnn', 'scikit-learn', 'sklearn', 'svd', 'svm']",9,3,0,LICENSE,2017-02-25 08:53:02,2023-04-13 11:17:33
slate,slatedocs,slatedocs/slate,False,,35094,511,21963,Beautiful static documentation for your API,SCSS,"['SCSS', 'Shell', 'JavaScript', 'Ruby', 'HTML', 'Dockerfile']","['api', 'api-documentation', 'slate', 'static-site-generator']",129,51,4,LICENSE,2013-09-13 22:15:24,2023-04-13 06:52:35
esbuild,evanw,evanw/esbuild,False,,35091,295,997,An extremely fast bundler for the web,Go,"['Go', 'JavaScript', 'TypeScript', 'Makefile', 'HTML', 'Shell']","['bundler', 'commonjs', 'compiler', 'css', 'esm', 'javascript', 'jsx', 'minifier', 'react', 'tsx', 'typescript']",97,307,24,LICENSE.md,2016-06-14 16:08:50,2023-04-13 11:48:31
cheat.sh,chubin,chubin/cheat.sh,False,,35071,587,1683,the only cheat sheet you need,Python,"['Python', 'Shell', 'HTML', 'Go', 'Dockerfile', 'CSS', 'Vim Script']","['cheatsheet', 'cli', 'command-line', 'curl', 'documentation', 'examples', 'hacktoberfest2021', 'help', 'terminal', 'tldr']",48,116,13,LICENSE,2017-05-07 21:40:56,2023-04-13 10:41:07
quill,quilljs,quilljs/quill,False,,35035,470,2993,Quill is a modern WYSIWYG editor built for compatibility and extensibility.,JavaScript,"['JavaScript', 'TypeScript', 'CSS', 'Stylus', 'Shell', 'SCSS']","['editor', 'quill', 'rich-text-editor', 'wysiwyg']",125,1333,79,LICENSE,2012-07-30 23:23:18,2023-04-13 06:44:24
kubernetes-the-hard-way,kelseyhightower,kelseyhightower/kubernetes-the-hard-way,False,,34979,985,12012,Bootstrap Kubernetes the hard way on Google Cloud Platform. No scripts.,,[],[],46,158,75,LICENSE,2016-07-07 14:15:27,2023-04-13 08:15:09
open-source-mac-os-apps,serhii-londar,serhii-londar/open-source-mac-os-apps,False,,34920,940,2167,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,,[],"['applications', 'apps', 'awesome', 'awesome-list', 'c', 'c-plus-plus', 'hacktoberfest', 'javascript', 'mac', 'macos', 'macos-application', 'macosx', 'objective-c', 'open-source', 'opensource', 'python', 'ruby', 'swift']",275,79,39,LICENSE,2017-11-03 02:35:33,2023-04-13 11:59:13
swiper,nolimits4web,nolimits4web/swiper,False,,34811,697,9701,Most modern mobile touch slider with hardware accelerated transitions,JavaScript,"['JavaScript', 'SCSS', 'Less', 'HTML', 'Python', 'Vue']","['carousel', 'gallery', 'mobile', 'slider', 'swipe', 'swiper', 'touch', 'touch-events']",249,199,4,LICENSE,2012-03-14 19:11:45,2023-04-13 12:24:03
kong,Kong,Kong/kong,False,,34569,1013,4435,🦍 The Cloud-Native API Gateway ,Lua,"['Lua', 'Perl', 'Shell', 'Starlark', 'Python', 'CSS', 'Makefile', 'Dockerfile', 'C++']","['api-gateway', 'api-management', 'apis', 'cloud-native', 'consul', 'devops', 'docker', 'iot', 'kong', 'kubernetes', 'kubernetes-ingress', 'kubernetes-ingress-controller', 'luajit', 'microservice', 'microservices', 'nginx', 'reverse-proxy', 'serverless', 'servicecontrol']",320,242,60,LICENSE,2014-11-17 23:56:08,2023-04-13 11:06:59
fullPage.js,alvarotrigo,alvarotrigo/fullPage.js,False,,34487,854,7439,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,JavaScript,"['JavaScript', 'HTML', 'CSS']","['fullpage', 'fullscreen', 'javascript', 'jquery', 'mousewheel', 'onepage', 'scrolling', 'sections', 'slide', 'slideshow', 'snap', 'swipe']",131,171,20,LICENSE,2013-09-20 11:58:29,2023-04-13 12:19:59
lerna,lerna,lerna/lerna,False,,34459,260,2315,":dragon: Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Shell', 'Batchfile']","['lerna', 'monorepo', 'npm', 'package', 'publishing']",302,299,7,LICENSE,2015-12-04 09:36:55,2023-04-13 08:08:58
json,nlohmann,nlohmann/json,False,,34429,755,5963,JSON for Modern C++,C++,"['C++', 'CMake', 'Python', 'Makefile', 'Jinja', 'Starlark', 'HTML', 'Meson', 'Cuda']","['bson', 'cbor', 'header-only', 'json', 'json-diff', 'json-merge-patch', 'json-parser', 'json-patch', 'json-pointer', 'json-serialization', 'messagepack', 'msgpack', 'rfc-6901', 'rfc-6902', 'rfc-7049', 'rfc-7159', 'rfc-8259', 'stl-containers', 'ubjson']",245,86,33,LICENSE.MIT,2013-07-04 08:47:49,2023-04-13 11:30:45
styleguide,google,google/styleguide,False,,34423,1312,13252,Style guides for Google-originated open-source projects,HTML,"['HTML', 'Python', 'XSLT', 'CSS', 'JavaScript', 'Emacs Lisp', 'Vim Script', 'SCSS', 'C']","['cpplint', 'style-guide', 'styleguide']",75,315,122,LICENSE,2015-05-20 19:18:59,2023-04-13 07:08:02
open-source-ios-apps,dkhamsing,dkhamsing/open-source-ios-apps,False,,34364,1457,5027,:iphone: Collaborative List of Open-Source iOS Apps,,[],"['app', 'apple', 'apple-tv', 'apple-watch', 'awesome', 'cocoapods', 'example', 'flutter', 'game', 'ios', 'ipad', 'iphone', 'list', 'objective-c', 'react-native', 'swift', 'swiftui', 'tvos', 'watchos']",327,0,0,LICENSE,2015-01-26 23:32:34,2023-04-13 11:36:31
react-hook-form,react-hook-form,react-hook-form/react-hook-form,False,,34318,169,1702,📋 React Hooks for form state management and validation (Web + React Native),TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML']","['dx', 'form-builder', 'forms', 'react-hooks', 'react-native', 'reactjs', 'typescript', 'ux', 'validation']",245,8,5,LICENSE,2019-03-05 23:47:10,2023-04-13 12:09:25
preact,preactjs,preactjs/preact,False,,34241,408,1885,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,JavaScript,"['JavaScript', 'TypeScript', 'HTML']","['components', 'dom', 'jsx', 'preact', 'react', 'vdom', 'virtual-dom']",290,257,104,LICENSE,2015-09-11 02:40:18,2023-04-13 07:37:03
jeecg-boot,jeecgboot,jeecgboot/jeecg-boot,False,,34221,839,13378,⭐️「企业级低代码平台」前后端分离架构SpringBoot 2.x，SpringCloud，Ant Design&Vue，Mybatis，Shiro，JWT。强大的代码生成器让前后端代码一键生成，无需写任何代码! 引领新的开发模式OnlineCoding->代码生成->手工MERGE，帮助Java项目解决70%重复工作，让开发更关注业务，既能快速提高效率，帮助公司节省成本，同时又不失灵活性。,Java,"['Java', 'FreeMarker', 'Dockerfile']","['activiti', 'ant-design', 'ant-design-vue', 'antd', 'codegenerator', 'java', 'jbpm', 'jeecg', 'jeecgboot', 'low-code', 'mybatis', 'shiro', 'spring', 'spring-boot', 'spring-cloud', 'springboot', 'springcloud', 'vben', 'vue', 'vue3']",12,38,17,LICENSE,2018-11-26 10:40:00,2023-04-13 10:22:57
wrk,wg,wg/wrk,False,,34210,749,2801,Modern HTTP benchmarking tool,C,"['C', 'Lua', 'Makefile', 'C++']",[],1,182,56,LICENSE,2012-03-20 11:12:28,2023-04-13 02:37:21
Magisk,topjohnwu,topjohnwu/Magisk,False,,34124,1402,9105,The Magic Mask for Android,C++,"['C++', 'Kotlin', 'Java', 'Shell', 'Rust', 'Python', 'Makefile', 'C', 'AIDL']",[],254,32,21,LICENSE,2016-09-08 12:42:53,2023-04-13 12:10:06
jadx,skylot,skylot/jadx,False,,34082,800,4242,Dex to Java decompiler,Java,"['Java', 'Smali', 'Lex']","['android', 'decompiler', 'dex', 'java']",87,291,0,LICENSE,2013-03-18 17:08:21,2023-04-13 12:25:52
hackathon-starter,sahat,sahat/hackathon-starter,False,,34078,796,8102,A boilerplate for Node.js web applications,JavaScript,"['JavaScript', 'Pug', 'HTML', 'Shell', 'SCSS', 'Dockerfile']","['boilerplate', 'hackathon', 'hacktoberfest', 'nodejs', 'oauth2', 'starter-kit']",178,25,17,LICENSE,2013-11-13 17:24:12,2023-04-12 07:33:09
query,TanStack,TanStack/query,False,,34024,197,2183,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query.",TypeScript,"['TypeScript', 'JavaScript', 'Svelte']","['async', 'cache', 'data', 'fetch', 'graphql', 'hooks', 'query', 'react', 'rest', 'stale', 'stale-while-revalidate', 'update']",476,51,23,LICENSE,2019-09-10 19:23:58,2023-04-13 10:22:05
ant-design-pro,ant-design,ant-design/ant-design-pro,False,,34017,765,7867,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,TypeScript,"['TypeScript', 'JavaScript', 'Less', 'Shell']","['admin', 'ant-design', 'antd', 'antv', 'boilerplate', 'dashboard', 'enterprise', 'react', 'umi']",295,239,4,LICENSE,2017-08-25 10:40:44,2023-04-13 09:53:14
lazygit,jesseduffield,jesseduffield/lazygit,False,,33994,253,1381,simple terminal UI for git commands,Go,"['Go', 'Shell', 'Dockerfile']","['cli', 'git', 'terminal']",182,440,35,LICENSE,2018-05-19 00:53:06,2023-04-13 11:37:47
phaser,photonstorm,photonstorm/phaser,False,,33956,1240,6953,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",JavaScript,"['JavaScript', 'GLSL', 'TypeScript']","['canvas', 'facebook-instant-games', 'game-development', 'game-frameworks', 'gamedev', 'html5-game-development', 'javascript', 'phaser', 'phaser-development', 'phaserjs', 'webgl']",380,68,3,LICENSE.md,2013-04-12 12:27:51,2023-04-13 12:11:27
sentry,getsentry,getsentry/sentry,False,,33899,669,3764,Developer-first error tracking and performance monitoring,Python,"['Python', 'TypeScript', 'JavaScript', 'Less', 'HTML', 'Lua', 'Shell', 'PEG.js', 'Makefile', 'Dockerfile', 'EJS', 'Ruby']","['apm', 'crash-reporting', 'crash-reports', 'csp-report', 'devops', 'django', 'error-logging', 'error-monitoring', 'hacktoberfest', 'monitor', 'monitoring', 'python', 'sentry']",335,1052,181,LICENSE,2010-08-30 22:06:41,2023-04-13 10:37:28
drawio,jgraph,jgraph/drawio,False,,33894,584,6652,"draw.io is a JavaScript, client-side editor for general diagramming and whiteboarding",JavaScript,"['JavaScript', 'Java', 'CSS', 'HTML']","['diagram', 'javascript', 'whiteboard']",31,389,5,LICENSE,2016-09-06 12:59:15,2023-04-13 11:46:08
awesome-rust,rust-unofficial,rust-unofficial/awesome-rust,False,,33877,781,2155,A curated list of Rust code and resources.,Rust,['Rust'],"['awesome', 'rust']",424,11,1,LICENSE.txt,2014-07-17 10:45:10,2023-04-13 12:23:45
koa,koajs,koajs/koa,False,,33866,837,3288,Expressive middleware for node.js using ES2017 async functions,JavaScript,['JavaScript'],['koa'],206,63,24,LICENSE,2013-07-20 18:53:45,2023-04-13 11:10:25
tutorials,eugenp,eugenp/tutorials,False,,33863,1530,53177,"Just Announced - ""Learn Spring Security OAuth"": ",Java,"['Java', 'JavaScript', 'HTML', 'TypeScript', 'CSS', 'Groovy', 'AspectJ', 'Shell', 'FreeMarker', 'RAML', 'ANTLR', 'SCSS', 'Mustache', 'Scala', 'Python', 'HCL', 'Dockerfile', 'Lua', 'Gherkin', 'Kotlin', 'Batchfile', 'C++', 'Clojure', 'PLpgSQL', 'Solidity', 'Starlark', 'XSLT', 'Smarty', 'Open Policy Agent', 'Rich Text Format', 'Thrift', 'Perl', 'CLIPS', 'C', 'Pug', 'Makefile', 'R', 'Handlebars', 'Fluent']",[],325,80,53,LICENSE,2013-04-29 18:26:36,2023-04-13 08:48:10
bert,google-research,google-research/bert,False,,33858,989,9164,TensorFlow code and pre-trained models for BERT,Python,"['Python', 'Jupyter Notebook']","['google', 'natural-language-processing', 'natural-language-understanding', 'nlp', 'tensorflow']",26,868,95,LICENSE,2018-10-25 22:57:34,2023-04-13 12:06:15
tidb,pingcap,pingcap/tidb,False,,33850,1292,5455,"TiDB is an open-source, cloud-native, distributed, MySQL-Compatible database for elastic scale and real-time analytics. Try AI-powered Chat2Query free at : https://tidbcloud.com/free-trial",Go,"['Go', 'Starlark', 'Shell', 'Yacc', 'TypeScript', 'Makefile', 'Jsonnet', 'Ragel', 'Dockerfile', 'JavaScript', 'HTML']","['cloud-native', 'database', 'distributed-database', 'distributed-transactions', 'go', 'hacktoberfest', 'htap', 'mysql', 'mysql-compatibility', 'scale', 'serverless', 'sql', 'tidb']",403,3957,858,LICENSE,2015-09-06 04:01:52,2023-04-13 12:08:48
lottie-android,airbnb,airbnb/lottie-android,False,,33775,848,5354,"Render After Effects animations natively on Android and iOS, Web, and React Native",Java,"['Java', 'Kotlin', 'Shell', 'JavaScript']","['after-effects', 'airbnb', 'android', 'animation', 'lottie']",119,30,2,LICENSE,2016-10-06 22:42:42,2023-04-13 11:33:02
tabler,tabler,tabler/tabler,False,,33701,634,3563,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap,HTML,"['HTML', 'SCSS', 'JavaScript', 'Ruby', 'Dockerfile']","['admin-dashboard', 'adminpanel', 'boilerplate-template', 'bootstrap', 'bootstrap4-theme', 'bootstrap5', 'css', 'dashboard', 'dashboard-templates', 'dashboards', 'html', 'html5', 'jekyll', 'modular', 'sass', 'scss', 'sponsors', 'themes', 'ui-kit', 'uikit']",89,66,11,LICENSE,2018-02-01 09:08:59,2023-04-13 12:22:33
monaco-editor,microsoft,microsoft/monaco-editor,False,,33683,514,3224,A browser based code editor,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'CSS', 'Shell', 'SCSS']","['browser', 'editor', 'monaco-editor', 'typescript', 'vscode']",263,314,9,LICENSE.txt,2016-06-07 16:56:31,2023-04-13 12:28:11
starship,starship,starship/starship,False,,33666,176,1438,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",Rust,"['Rust', 'Shell', 'PowerShell', 'Lua', 'Xonsh', 'HTML', 'Elvish', 'Nu']","['bash', 'fish', 'fish-prompt', 'fish-theme', 'oh-my-zsh', 'powershell', 'rust', 'shell-prompt', 'starship', 'zsh', 'zsh-prompt', 'zsh-theme']",444,539,115,LICENSE,2019-04-02 03:23:12,2023-04-13 12:16:47
og-aws,open-guides,open-guides/og-aws,False,,33617,1221,3658,📙 Amazon Web Services — a practical guide,Shell,['Shell'],[],198,149,12,LICENSE.txt,2016-07-13 17:30:16,2023-04-13 10:42:32
shadowsocks-android,shadowsocks,shadowsocks/shadowsocks-android,False,,33586,1592,11629,A shadowsocks client for Android,Kotlin,"['Kotlin', 'Python', 'Makefile', 'HTML', 'Shell', 'AIDL', 'Perl']","['android', 'shadowsocks']",40,31,4,LICENSE,2012-12-16 13:40:29,2023-04-13 10:20:47
AppFlowy,AppFlowy-IO,AppFlowy-IO/AppFlowy,False,,33576,297,2010,AppFlowy is an open-source alternative to Notion. You are in charge of your data and customizations. Built with Flutter and Rust.,Rust,"['Rust', 'Dart', 'TypeScript', 'C++', 'CMake', 'Ruby', 'Shell', 'Swift', 'HTML', 'C', 'JavaScript', 'CSS', 'Java', 'Kotlin', 'Dockerfile', 'Objective-C', 'Inno Setup', 'Batchfile', 'Makefile']","['content-management', 'content-services', 'editor', 'flutter', 'flutter-app', 'flutter-apps', 'flutter-examples', 'flutter-ui', 'hacktoberfest', 'low-code', 'no-code', 'no-code-platform', 'notion', 'notion-alternative', 'rust', 'rust-lang', 'rust-language', 'wiki']",155,474,18,LICENSE,2021-06-16 12:56:48,2023-04-13 11:48:45
glide,bumptech,bumptech/glide,False,,33518,1052,6053,An image loading and caching library for Android focused on smooth scrolling,Java,"['Java', 'Kotlin', 'Shell', 'Starlark', 'CSS']","['android', 'disk-cache', 'gif', 'glide', 'imageloader']",125,420,26,LICENSE,2013-07-08 22:52:33,2023-04-13 11:52:07
brackets,adobe,adobe/brackets,False,,33473,1595,7974,"An open source code editor for the web, written in JavaScript, HTML and CSS.",JavaScript,"['JavaScript', 'HTML', 'Less', 'CSS', 'PHP', 'Shell', 'Ruby', 'SCSS', 'Batchfile', 'Hack', 'Makefile', 'Handlebars', 'Clojure']",[],316,2787,168,LICENSE,2011-12-07 21:14:40,2023-04-13 09:59:53
AFNetworking,AFNetworking,AFNetworking/AFNetworking,False,,33344,1597,10343,"A delightful networking framework for iOS, macOS, watchOS, and tvOS.",Objective-C,"['Objective-C', 'Swift', 'Ruby', 'C', 'Shell']",[],284,103,18,LICENSE,2011-05-31 21:28:44,2023-04-13 07:16:51
nativefier,nativefier,nativefier/nativefier,False,,33340,440,2092,Make any web page a desktop application,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Dockerfile', 'CSS', 'HTML']","['desktop-application', 'electron', 'linux', 'macos', 'nodejs', 'windows']",131,232,1,LICENSE.md,2015-07-05 05:56:42,2023-04-13 09:53:31
v,vlang,vlang/v,False,,33323,485,2020,"Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero library dependencies. Supports automatic C => V translation. https://vlang.io",V,"['V', 'CSS', 'JavaScript', 'Batchfile', 'HTML', 'Makefile', 'C', 'Objective-C', 'Gnuplot', 'Dockerfile', 'Python', 'Go', 'Shell', 'C++', 'Smarty']","['compiler', 'hacktoberfest', 'hacktoberfest-accepted', 'language', 'programming-language', 'v']",411,901,31,LICENSE,2019-02-08 02:57:06,2023-04-13 11:48:48
caffe,BVLC,BVLC/caffe,False,,33240,2112,18980,Caffe: a fast open framework for deep learning.,C++,"['C++', 'Python', 'Cuda', 'CMake', 'MATLAB', 'Makefile', 'Shell', 'Dockerfile']","['deep-learning', 'machine-learning', 'vision']",257,1181,286,LICENSE,2013-09-12 18:39:48,2023-04-13 10:12:45
